degree,specialization,skills,certifications,cgpa,graduation_year,internship_experience,job_role
BCA,Computer Applications,"Object Oriented Programming, .NET, C#, Java, Communication",None,9.9,2026,1,Software Developer
M.Arch,Sustainable Design,"Problem Solving, Communication",None,7.83,2023,0,Sustainable Design Consultant
B.Tech,Mechanical Engineering,"AutoCAD, Thermodynamics, Manufacturing",Certified SolidWorks Professional,7.47,2024,0,Mechanical Engineer
B.Arch,Interior Design,"Color Theory, AutoCAD, SketchUp",None,7.89,2026,1,Interior Designer
B.Sc,Chemistry,"Organic Chemistry, Chromatography, Spectroscopy",None,7.49,2026,1,Chemist
B.Sc,Biotechnology,"Problem Solving, Communication",None,6.52,2026,1,Lab Manager
M.Com,Finance,"Financial Analysis, Excel, Portfolio Management, Equity Research",Financial Modeling,8.49,2025,0,Investment Analyst
BCA,Computer Applications,"Problem Solving, Communication",None,7.77,2024,1,System Admin
MBBS,Pediatrics,"Problem Solving, Communication",None,7.52,2027,1,Pediatrician
LLM,International Law,"Problem Solving, Communication",None,6.33,2023,1,International Lawyer
MBA,Human Resources,"Problem Solving, Communication",SHRM-CP,9.06,2024,1,Recruitment Specialist
B.Tech,Electronics Engineering,"Communication, Microcontrollers, IoT, Verilog",None,8.3,2026,1,Electronics Engineer
MBBS,Surgery,"Problem Solving, Communication",None,6.84,2024,1,Medical Researcher
M.Sc,Biotechnology,"Problem Solving, Communication",None,8.7,2025,0,Research Associate
B.Arch,Architecture,"SketchUp, AutoCAD, Revit, 3D Modeling, Building Codes",None,6.9,2026,0,Architect
MBBS,General Medicine,"Health Promotion, Patient Care, Diagnosis, Communication, Medicine",None,6.56,2025,1,General Practitioner
B.Pharm,Pharmaceutical Chemistry,"Problem Solving, Communication",None,6.59,2026,0,Quality Control Manager
B.Pharm,Pharmaceutical Chemistry,"Problem Solving, Communication",None,5.37,2025,1,Pharmaceutical Chemist
M.Sc,Data Science,"Big Data, Pandas, Python, Machine Learning, Data Visualization",None,8.07,2026,1,Data Scientist
M.Sc,Data Science,"Big Data, Pandas, Python, Machine Learning, Data Visualization, Communication",Azure Data Scientist,5.3,2024,0,Data Scientist
B.Tech,Electrical Engineering,"MATLAB, PLC, SCADA, Power Systems",None,6.03,2026,0,Electrical Engineer
MBBS,General Medicine,"Health Promotion, Diagnosis, Patient Care, Medicine",None,5.01,2025,1,General Practitioner
PhD,Computer Science,"React, Node.js, MongoDB, CSS, HTML",AWS Certified,7.4,2025,0,Full Stack Developer
B.Pharm,Pharmaceutical Chemistry,"Problem Solving, Communication",None,7.32,2023,0,Pharmaceutical Chemist
LLM,International Law,"Problem Solving, Communication",None,7.11,2026,0,International Lawyer
M.Arch,Sustainable Design,"Problem Solving, Communication",None,6.25,2023,0,Sustainable Design Consultant
LLM,Intellectual Property Law,"Problem Solving, Communication",None,6.09,2025,1,Patent Analyst
B.Arch,Interior Design,"Problem Solving, Communication",None,8.06,2025,1,Space Planner
M.Tech,Computer Science,"React, MongoDB, CSS, JavaScript, HTML",None,6.84,2027,1,Full Stack Developer
MBA,Operations,"Inventory Management, Logistics, Supply Chain",None,7.88,2025,1,Operations Manager
B.Arch,Interior Design,"Problem Solving, Communication",None,6.44,2025,1,Space Planner
MBBS,Surgery,"Anatomy, Surgery, Patient Care",None,7.72,2027,1,Surgeon
MBA,Finance,"Financial Modeling, Excel, Accounting, Communication",Financial Modeling,9.06,2026,0,Financial Analyst
MBBS,Surgery,"Medical Ethics, Patient Care, Anatomy, Surgery",None,8.2,2026,1,Surgeon
B.Sc,Biotechnology,"Problem Solving, Communication",None,7.01,2025,1,Lab Manager
BBA,Finance,"Financial Modeling, Excel, Accounting, SAP",None,7.81,2023,1,Financial Analyst
B.Pharm,Pharmacy,"Drug Safety, Patient Counseling, Dispensing, Pharmacology",None,7.21,2026,1,Pharmacist
LLB,Criminal Law,"Problem Solving, Communication",None,7.51,2023,0,Public Defender
BCA,Computer Applications,"SQL, .NET, Object Oriented Programming",None,7.11,2025,1,Software Developer
B.Com,Banking,"Problem Solving, Communication",None,7.3,2026,1,Banking Officer
B.Arch,Interior Design,"Problem Solving, Communication",None,7.75,2026,1,Space Planner
MBBS,Pediatrics,"Problem Solving, Communication",None,6.31,2024,1,Pediatrician
MA,Psychology,"Problem Solving, Communication",None,6.28,2025,0,Counselor
BCA,Computer Applications,"HTML, CSS, JavaScript",None,5.83,2027,0,Web Developer
M.Sc,Statistics,"SQL, Tableau, Python, Power BI",None,5.58,2025,1,Data Analyst
LLB,Constitutional Law,"Problem Solving, Communication",None,6.04,2026,0,Constitutional Lawyer
MBA,Finance,"Financial Modeling, Valuation, Excel, Accounting",None,7.69,2024,0,Financial Analyst
MBBS,Pediatrics,"Problem Solving, Communication",None,6.43,2026,1,Pediatrician
BCA,Computer Applications,"Communication, CSS, WordPress, PHP",None,8.12,2025,0,Web Developer
BBA,Business Analytics,"SQL, Python, Power BI",CBAP,7.54,2026,1,Data Analyst
B.Sc,Statistics,"SQL, Statistics, Python, Power BI",None,5.14,2026,1,Data Analyst
B.Arch,Interior Design,"Color Theory, Space Planning, SketchUp, AutoCAD, Material Selection",None,8.29,2026,1,Interior Designer
B.Com,Accounting,"Auditing, QuickBooks, Excel",None,8.47,2023,1,Accountant
B.Pharm,Pharmaceutical Chemistry,"Problem Solving, Communication",None,6.31,2025,1,Pharmaceutical Chemist
MCA,Computer Applications,"SQL, Java, .NET, Object Oriented Programming",None,8.0,2027,0,Software Developer
B.Com,Banking,"Problem Solving, Communication",None,6.47,2023,0,Banking Officer
M.Arch,Sustainable Design,"Problem Solving, Communication",None,7.62,2024,0,Sustainable Design Consultant
B.Com,Accounting,"Problem Solving, Communication",None,5.98,2023,0,Auditor
PhD,Computer Science,"SQL, Go, Django",None,5.35,2025,0,Backend Developer
MBA,Marketing,"Google Ads, Content Creation, Email Marketing, Social Media, SEO",Google Ads,7.04,2026,1,Digital Marketer
B.Com,Banking,"Problem Solving, Communication",None,7.35,2027,1,Banking Officer
PhD,Biotechnology,"Problem Solving, Communication",None,7.02,2025,0,Lab Manager
B.Tech,Civil Engineering,"Structural Analysis, Revit, AutoCAD",PMP,6.08,2026,0,Civil Engineer
PhD,Physics,"Research, Lab Techniques, Data Analysis, Technical Writing",None,7.02,2025,0,Research Scientist
BBA,Human Resources,"Problem Solving, Communication",SHRM-CP,7.82,2026,0,Recruitment Specialist
PhD,Biotechnology,"Problem Solving, Communication",None,7.45,2026,0,Research Associate
BBA,Finance,"Excel, Accounting, Financial Modeling, Valuation, SAP",None,7.72,2023,1,Financial Analyst
BA,Economics,"Problem Solving, Communication",None,6.7,2026,0,Policy Analyst
B.Arch,Architecture,"3D Modeling, Revit, AutoCAD, Building Codes",None,8.91,2027,1,Architect
PhD,Mathematics,"Excel, Tableau, Python, Communication, Power BI",None,6.09,2025,1,Data Analyst
MCA,Computer Applications,"PHP, React, CSS",None,8.09,2025,0,Web Developer
M.Arch,Sustainable Design,"Problem Solving, Communication",None,8.92,2024,0,Sustainable Design Consultant
M.Tech,Mechanical Engineering,"SolidWorks, AutoCAD, Ansys, Thermodynamics, Manufacturing",AutoCAD Certified,8.08,2026,0,Mechanical Engineer
M.Sc,Biotechnology,"Problem Solving, Communication",None,7.26,2026,1,Research Associate
BCA,Computer Applications,"WordPress, PHP, CSS, JavaScript",None,6.87,2023,1,Web Developer
PhD,Computer Science,"C++, Java, SQL, Data Structures, Algorithms",Oracle Java,8.74,2025,0,Software Engineer
MA,Sociology,"Problem Solving, Communication",None,5.79,2027,0,Social Researcher
B.Arch,Interior Design,"Problem Solving, Communication",None,6.34,2026,0,Space Planner
B.Tech,Civil Engineering,"Structural Analysis, Revit, AutoCAD, Surveying",AutoCAD Certified,7.02,2027,1,Civil Engineer
MBBS,Surgery,"Medical Ethics, Anatomy, Surgery",None,8.99,2025,1,Surgeon
BCA,Computer Applications,"React, Communication, CSS, WordPress, HTML, PHP",None,7.96,2024,1,Web Developer
BCA,Computer Applications,"Problem Solving, Communication",None,6.34,2025,1,System Admin
MA,Psychology,"Problem Solving, Communication",None,7.13,2026,1,Counselor
LLB,Constitutional Law,"Problem Solving, Communication",None,6.76,2024,0,Constitutional Lawyer
M.Sc,Physics,"Research, Lab Techniques, Data Analysis, Technical Writing",None,6.65,2026,0,Research Scientist
BBA,Business Analytics,"Visio, SQL, Excel, Business Intelligence",None,8.67,2024,1,Business Analyst
B.Pharm,Pharmaceutical Chemistry,"Problem Solving, Communication",None,5.85,2025,0,Pharmaceutical Chemist
M.Tech,Data Science,"R, Big Data, Pandas, Python, Communication",Azure Data Scientist,9.43,2026,1,Data Scientist
LLM,International Law,"Problem Solving, Communication",None,8.49,2027,1,International Lawyer
M.Tech,Mechanical Engineering,"SolidWorks, AutoCAD, Thermodynamics, Communication, Manufacturing",None,8.81,2025,1,Mechanical Engineer
B.Arch,Interior Design,"Problem Solving, Communication",None,6.94,2026,0,Space Planner
MA,English,"Classroom Management, Subject Knowledge, Curriculum Design, Communication",None,7.32,2023,0,Teacher
BCA,Computer Applications,"SQL, Java, C#, Object Oriented Programming",None,5.78,2026,0,Software Developer
MA,English,"Classroom Management, Subject Knowledge, Curriculum Design, Communication",None,6.87,2027,1,Teacher
MBBS,General Medicine,"Problem Solving, Communication",None,8.09,2026,0,Medical Consultant
MCA,Computer Applications,".NET, Java, C#, Object Oriented Programming",None,9.06,2026,1,Software Developer
MCA,Computer Applications,"Problem Solving, Communication",None,6.17,2024,0,System Admin
BCA,Computer Applications,"Object Oriented Programming, .NET, C#, Java, SQL",None,7.06,2023,1,Software Developer
B.Com,Finance,"Financial Analysis, Excel, Equity Research",None,7.32,2024,1,Investment Analyst
B.Sc,Data Science,"SQL, Excel, Python",None,5.83,2025,1,Data Analyst
M.Arch,Sustainable Design,"Problem Solving, Communication",None,8.21,2025,1,Green Building Analyst
LLB,Constitutional Law,"Problem Solving, Communication",None,6.63,2024,0,Constitutional Lawyer
LLB,Criminal Law,"Evidence, Court Procedures, Litigation",None,7.27,2026,1,Criminal Lawyer
B.Arch,Interior Design,"Color Theory, Space Planning, SketchUp, AutoCAD, Material Selection, Communication",None,6.96,2023,1,Interior Designer
M.Arch,Sustainable Design,"Problem Solving, Communication",None,6.55,2026,0,Sustainable Design Consultant
LLM,Corporate Law,"Contract Law, Mergers, Compliance",None,7.49,2025,1,Corporate Lawyer
BA,Economics,"Problem Solving, Communication",None,7.24,2025,1,Economic Researcher
B.Sc,Mathematics,"SAS, SPSS, Probability, R",None,7.05,2024,0,Statistician
BBA,Finance,"Financial Analysis, Excel, Portfolio Management, Equity Research",CPA,6.63,2025,1,Investment Analyst
MCA,Computer Applications,"WordPress, HTML, React, JavaScript",None,7.88,2027,1,Web Developer
MBBS,Surgery,"Problem Solving, Communication",None,9.48,2026,1,Medical Researcher
BBA,Business Analytics,"Visio, Tableau, Excel",Power BI Data Analyst,7.67,2024,0,Business Analyst
MCA,Computer Applications,"Object Oriented Programming, C#, .NET, Java, SQL",None,8.7,2026,1,Software Developer
B.Tech,Mechanical Engineering,"Pro-E, CATIA, Sketching, AutoCAD, Design",AutoCAD Certified,5.83,2023,0,Design Engineer
MBBS,General Medicine,"Health Promotion, Patient Care, Medicine",None,7.69,2025,0,General Practitioner
LLM,Intellectual Property Law,"Problem Solving, Communication",None,6.18,2025,1,Patent Analyst
MBBS,General Medicine,"Problem Solving, Communication",None,5.73,2026,0,Medical Consultant
LLM,Corporate Law,"Problem Solving, Communication",None,6.61,2027,0,Legal Advisor
PhD,Mathematics,"SQL, Tableau, Python, Power BI",None,8.93,2026,1,Data Analyst
B.Arch,Architecture,"AutoCAD, 3D Modeling, SketchUp, Building Codes",None,8.64,2026,1,Architect
M.Sc,Chemistry,"Problem Solving, Communication",None,7.79,2026,0,Lab Technician
MA,Psychology,"Research, Counseling, Psychotherapy, Behavioral Analysis",None,5.66,2024,0,Psychologist
MA,Sociology,"Problem Solving, Communication",None,7.26,2026,0,HR Specialist
B.Sc,Statistics,"Probability, Statistical Modeling, Communication, SAS, SPSS, R",None,7.86,2027,1,Statistician
LLB,Constitutional Law,"Problem Solving, Communication",None,7.71,2025,0,Constitutional Lawyer
PhD,Physics,"SQL, Python, Communication, Power BI",None,5.29,2025,0,Data Analyst
B.Arch,Architecture,"3D Modeling, Revit, Communication, SketchUp",None,6.43,2025,0,Architect
LLB,Corporate Law,"Contract Law, Mergers, Compliance",None,7.42,2025,0,Corporate Lawyer
MBBS,Pediatrics,"Problem Solving, Communication",None,8.14,2026,1,Pediatrician
B.Com,Banking,"Financial Analysis, Excel, Equity Research",None,5.0,2023,0,Investment Analyst
MBBS,Pediatrics,"Problem Solving, Communication",None,7.31,2026,0,Pediatrician
M.Sc,Biotechnology,"Problem Solving, Communication",None,7.67,2025,0,Lab Manager
BCA,Computer Applications,"React, CSS, JavaScript, HTML, PHP",None,8.52,2025,1,Web Developer
B.Arch,Interior Design,"Problem Solving, Communication",None,8.33,2026,1,Space Planner
M.Arch,Sustainable Design,"Problem Solving, Communication",None,8.2,2025,1,Sustainable Design Consultant
LLM,Corporate Law,"Drafting, Compliance, Corporate Law",None,6.54,2025,1,Corporate Lawyer
B.Tech,Data Science,"Pandas, Machine Learning, R",IBM Data Science,5.21,2025,0,Data Scientist
M.Sc,Physics,"Research, Lab Techniques, Data Analysis",None,7.03,2024,1,Research Scientist
MBBS,Pediatrics,"Problem Solving, Communication",None,8.7,2027,0,Pediatrician
LLM,International Law,"Problem Solving, Communication",None,9.17,2024,1,International Lawyer
B.Tech,Computer Science,"C++, Data Structures, Java, Algorithms",AWS Certified,8.35,2026,0,Software Engineer
MA,English,"Editing, Blogging, Creative Writing, Research, Communication, SEO",None,8.02,2023,0,Content Writer
BA,Economics,"Problem Solving, Communication",None,7.96,2026,0,Economic Researcher
BA,Psychology,"Research, Counseling, Behavioral Analysis",None,6.83,2025,1,Psychologist
BCA,Computer Applications,"Object Oriented Programming, .NET, C#, Java, SQL, Communication",None,7.34,2026,0,Software Developer
M.Com,Finance,"Excel, Accounting, Financial Modeling, Valuation, SAP",None,9.5,2027,0,Financial Analyst
B.Sc,Biotechnology,"Problem Solving, Communication",None,6.37,2025,0,Biotech Consultant
LLB,Criminal Law,"Evidence, Criminal Law, Court Procedures, Litigation",None,9.44,2027,1,Criminal Lawyer
PhD,Physics,"Excel, Tableau, Python, Statistics, Communication, Power BI",None,7.11,2024,1,Data Analyst
MA,English,"Research, Editing, Blogging",None,9.09,2025,1,Content Writer
B.Tech,AI,"Neural Networks, Python, Deep Learning, TensorFlow, PyTorch",TensorFlow Developer,5.81,2023,0,AI Engineer
B.Tech,AI,"Communication, Deep Learning, Python, TensorFlow",DeepLearning.AI,8.2,2023,0,AI Engineer
MCA,Computer Applications,"HTML, React, JavaScript",None,6.62,2027,1,Web Developer
LLM,Corporate Law,"Contract Law, Compliance, Corporate Law",None,5.8,2026,0,Corporate Lawyer
M.Arch,Sustainable Design,"Problem Solving, Communication",None,7.76,2026,1,Green Building Analyst
B.Arch,Architecture,"AutoCAD, SketchUp, 3D Modeling",None,8.71,2025,0,Architect
BBA,Finance,"Financial Modeling, Excel, Accounting, SAP",None,6.49,2026,1,Financial Analyst
B.Pharm,Pharmaceutical Chemistry,"Problem Solving, Communication",None,5.7,2025,1,Quality Control Manager
MBBS,General Medicine,"Health Promotion, Diagnosis, Patient Care, Medicine",None,7.39,2025,0,General Practitioner
B.Sc,Data Science,"Excel, Tableau, Python, SQL, Communication, Power BI",None,7.4,2023,1,Data Analyst
M.Sc,Data Science,"Pandas, Python, Machine Learning, Data Visualization, R",IBM Data Science,8.16,2026,1,Data Scientist
LLM,Corporate Law,"Contract Law, Mergers, Communication, Corporate Law",None,8.64,2025,0,Corporate Lawyer
BCA,Computer Applications,"SQL, C#, Object Oriented Programming",None,7.43,2027,1,Software Developer
BCA,Computer Applications,"Object Oriented Programming, .NET, C#, Java, SQL",None,9.73,2025,1,Software Developer
MBBS,General Medicine,"Health Promotion, Patient Care, Diagnosis, Communication, Medicine",None,7.77,2026,0,General Practitioner
M.Sc,Chemistry,"Spectroscopy, Chromatography, Lab Safety, Organic Chemistry",None,7.08,2027,1,Chemist
MBA,Operations,"Problem Solving, Communication",None,5.57,2025,1,Supply Chain Analyst
M.Tech,Computer Science,"SQL, Go, Python",None,7.18,2027,0,Backend Developer
B.Sc,Biotechnology,"Problem Solving, Communication",None,7.1,2025,1,Research Associate
MCA,Computer Applications,"Object Oriented Programming, C#, .NET, Java, SQL, Communication",None,8.65,2027,0,Software Developer
MBBS,Surgery,"Medical Ethics, Patient Care, Anatomy, Surgery",None,8.05,2026,0,Surgeon
M.Tech,Computer Science,"C++, SQL, Java, Data Structures",Oracle Java,6.08,2023,0,Software Engineer
B.Arch,Interior Design,"Color Theory, Space Planning, SketchUp, AutoCAD, Material Selection",None,7.71,2026,0,Interior Designer
M.Tech,Computer Science,"SQL, Go, Django, Python",AWS Certified,8.31,2026,1,Backend Developer
LLM,Corporate Law,"Drafting, Contract Law, Mergers, Compliance, Corporate Law",None,9.33,2025,0,Corporate Lawyer
M.Sc,Chemistry,"Organic Chemistry, Chromatography, Lab Safety, Spectroscopy",None,8.57,2027,1,Chemist
M.Tech,Data Science,"Excel, Tableau, Python, SQL, Statistics",IBM Data Science,8.41,2027,1,Data Analyst
BBA,Finance,"Financial Modeling, Valuation, Excel, SAP",None,7.57,2023,0,Financial Analyst
LLB,Corporate Law,"Problem Solving, Communication",None,7.97,2026,1,Legal Advisor
BBA,Human Resources,"Problem Solving, Communication",SHRM-CP,9.0,2024,1,Recruitment Specialist
